"No.","Time","Source","Destination","Protocol","Length","Info","Response time"
"2487","371.166977900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=490/59905, ttl=116 (request in 2486)","7.6619"
"2490","372.181576700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=491/60161, ttl=116 (request in 2489)","7.0356"
"2492","373.198566900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=492/60417, ttl=116 (request in 2491)","7.542"
"2495","374.230055200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=493/60673, ttl=116 (request in 2494)","7.2605"
"2503","375.246550500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=494/60929, ttl=116 (request in 2502)","7.3092"
"2510","376.259827700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=495/61185, ttl=116 (request in 2509)","5.7893"
"2520","377.277198100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=496/61441, ttl=116 (request in 2519)","6.9072"
"2531","378.293169500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=497/61697, ttl=116 (request in 2530)","4.9743"
"2538","379.306885300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=498/61953, ttl=116 (request in 2537)","6.2999"
"2544","380.325056700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=499/62209, ttl=116 (request in 2543)","7.841"
"2548","381.336464400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=500/62465, ttl=116 (request in 2547)","6.1537"
"2552","382.354064300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=501/62721, ttl=116 (request in 2551)","5.7683"
"2556","383.370337700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=502/62977, ttl=116 (request in 2555)","6.1554"
"2558","384.401042800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=503/63233, ttl=116 (request in 2557)","7.2358"
"2563","385.414459000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=504/63489, ttl=116 (request in 2562)","6.8823"
"2570","386.434855800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=505/63745, ttl=116 (request in 2569)","5.4856"
"2580","387.454856700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=506/64001, ttl=116 (request in 2579)","5.8177"
"2604","388.479293000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=507/64257, ttl=116 (request in 2602)","7.9527"
"2611","389.507178400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=508/64513, ttl=116 (request in 2610)","5.9108"
"2615","390.523856100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=509/64769, ttl=116 (request in 2614)","6.1003"
"2618","391.544036100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=510/65025, ttl=116 (request in 2617)","9.1383"
"2623","392.558767500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=511/65281, ttl=116 (request in 2622)","7.0761"
"2628","393.569707100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=512/2, ttl=116 (request in 2627)","5.6781"
"2632","394.593223100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=513/258, ttl=116 (request in 2631)","13.8634"
"2636","395.602920600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=514/514, ttl=116 (request in 2635)","6.5948"
"2639","396.626396900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=515/770, ttl=116 (request in 2638)","8.3404"
"2646","397.648793600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=516/1026, ttl=116 (request in 2645)","6.3976"
"2667","398.667921100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=517/1282, ttl=116 (request in 2666)","6.5183"
"2686","399.689480700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=518/1538, ttl=116 (request in 2685)","5.7783"
"2695","400.706608700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=519/1794, ttl=116 (request in 2694)","9.0329"
"2702","401.729601700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=520/2050, ttl=116 (request in 2701)","6.1197"
"2705","402.744396200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=521/2306, ttl=116 (request in 2704)","8.3125"
"2712","403.759111100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=522/2562, ttl=116 (request in 2710)","7.9128"
"2715","404.774388700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=523/2818, ttl=116 (request in 2714)","6.8358"
"2720","405.788521800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=524/3074, ttl=116 (request in 2719)","6.2878"
"2723","406.805712900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=525/3330, ttl=116 (request in 2722)","6.4359"
"2728","407.821089300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=526/3586, ttl=116 (request in 2727)","5.7682"
"2736","408.835002500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=527/3842, ttl=116 (request in 2735)","5.3826"
"2741","409.854656500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=528/4098, ttl=116 (request in 2740)","5.804"
"2745","410.867877800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=529/4354, ttl=116 (request in 2744)","6.765"
"2747","411.882984200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=530/4610, ttl=116 (request in 2746)","4.8089"
"2749","412.897896500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=531/4866, ttl=116 (request in 2748)","5.6216"
"2752","413.915094200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=532/5122, ttl=116 (request in 2751)","5.8917"
"2754","414.930731200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=533/5378, ttl=116 (request in 2753)","7.0879"
"2758","415.945470200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=534/5634, ttl=116 (request in 2757)","5.5964"
"2762","416.963120800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=535/5890, ttl=116 (request in 2761)","6.7756"
"2769","417.989628100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=536/6146, ttl=116 (request in 2768)","6.3555"
"2773","419.020746300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=537/6402, ttl=116 (request in 2771)","5.6102"
"2777","420.041867200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=538/6658, ttl=116 (request in 2775)","7.0671"
"2780","421.054683800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=539/6914, ttl=116 (request in 2779)","6.0091"
"2783","422.070788000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=540/7170, ttl=116 (request in 2782)","6.6799"
"2785","423.084556600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=541/7426, ttl=116 (request in 2784)","7.5295"
"2791","424.102517100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=542/7682, ttl=116 (request in 2790)","5.5711"
"2794","425.119134600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=543/7938, ttl=116 (request in 2793)","7.1829"
"2798","426.130101200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=544/8194, ttl=116 (request in 2797)","5.614"
"2810","427.166619900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=545/8450, ttl=116 (request in 2809)","6.5464"
"2821","428.195471500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=546/8706, ttl=116 (request in 2820)","5.7834"
"2829","429.228296700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=547/8962, ttl=116 (request in 2828)","5.6239"
"2852","430.244519100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=548/9218, ttl=116 (request in 2851)","7.6016"
"2896","431.259596300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=549/9474, ttl=116 (request in 2895)","6.838"
"2908","432.293374300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=550/9730, ttl=116 (request in 2907)","7.6225"
"2921","433.307503800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=551/9986, ttl=116 (request in 2920)","6.4459"
"2929","434.322151100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=552/10242, ttl=116 (request in 2928)","6.616"
"2939","435.339304400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=553/10498, ttl=116 (request in 2938)","6.9933"
"2949","436.353800300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=554/10754, ttl=116 (request in 2948)","5.6499"
"2957","437.370122400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=555/11010, ttl=116 (request in 2956)","6.4928"
"2968","438.386164500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=556/11266, ttl=116 (request in 2967)","5.8383"
"2971","439.399678000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=557/11522, ttl=116 (request in 2970)","4.9492"
"2983","440.421509900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=558/11778, ttl=116 (request in 2981)","10.5653"
"2990","441.431655700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=559/12034, ttl=116 (request in 2989)","5.9478"
"2994","442.449209100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=560/12290, ttl=116 (request in 2993)","6.4678"
"3003","443.463306100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=561/12546, ttl=116 (request in 3002)","6.7254"
"3007","444.479732800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=562/12802, ttl=116 (request in 3006)","7.4973"
"3015","445.497243700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=563/13058, ttl=116 (request in 3014)","7.2442"
"3020","446.509844600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=564/13314, ttl=116 (request in 3019)","6.3564"
"3026","447.542487500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=565/13570, ttl=116 (request in 3025)","9.3137"
"3032","448.555136400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=566/13826, ttl=116 (request in 3031)","6.656"
"3036","449.573770100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=567/14082, ttl=116 (request in 3035)","6.3372"
"3095","450.593091800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=568/14338, ttl=116 (request in 3094)","8.3093"
"3099","451.607848400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=569/14594, ttl=116 (request in 3098)","7.0882"
"3102","452.636949200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=570/14850, ttl=116 (request in 3101)","8.1623"
"3105","453.648907700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=571/15106, ttl=116 (request in 3104)","6.1227"
"3109","454.671945100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=572/15362, ttl=116 (request in 3108)","7.7629"
"3112","455.699192400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=573/15618, ttl=116 (request in 3111)","8.0916"
"3114","456.736553600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=574/15874, ttl=116 (request in 3113)","6.1933"
"3123","457.755111100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=575/16130, ttl=116 (request in 3122)","7.0167"
"3127","458.774660400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=576/16386, ttl=116 (request in 3126)","5.8967"
"3130","459.790666700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=577/16642, ttl=116 (request in 3129)","6.3578"
"3134","460.806538200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=578/16898, ttl=116 (request in 3133)","7.6981"
"3153","461.822876100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=579/17154, ttl=116 (request in 3152)","8.4767"
"3163","462.836744900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=580/17410, ttl=116 (request in 3162)","6.6518"
"3175","463.860223700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=581/17666, ttl=116 (request in 3174)","5.5281"
"3185","464.884470000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=582/17922, ttl=116 (request in 3184)","7.3719"
"3195","465.899819300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=583/18178, ttl=116 (request in 3194)","7.1969"
"3198","466.915333500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=584/18434, ttl=116 (request in 3197)","6.2922"
"3204","467.929845200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=585/18690, ttl=116 (request in 3203)","6.0613"
"3213","468.945426500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=586/18946, ttl=116 (request in 3212)","5.7529"
"3218","469.960708900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=587/19202, ttl=116 (request in 3217)","6.9377"
"3229","470.975739500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=588/19458, ttl=116 (request in 3228)","5.5981"
"3235","471.993073200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=589/19714, ttl=116 (request in 3234)","5.6778"
"3241","473.007756000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=590/19970, ttl=116 (request in 3240)","6.0804"
"3248","474.023189800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=591/20226, ttl=116 (request in 3247)","5.9714"
"3255","475.039096800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=592/20482, ttl=116 (request in 3254)","6.4929"
"3259","476.067945200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=593/20738, ttl=116 (request in 3258)","6.953"
"3266","477.085346700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=594/20994, ttl=116 (request in 3265)","5.6638"
"3274","478.102357300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=595/21250, ttl=116 (request in 3273)","6.5865"
"3278","479.116471300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=596/21506, ttl=116 (request in 3277)","5.4357"
"3282","480.134629400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=597/21762, ttl=116 (request in 3281)","6.4295"
"3288","481.149553700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=598/22018, ttl=116 (request in 3287)","6.9286"
"3303","482.163388600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=599/22274, ttl=116 (request in 3302)","5.0507"
"3321","483.179295400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=600/22530, ttl=116 (request in 3320)","8.3221"
"3329","484.210121700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=601/22786, ttl=116 (request in 3328)","5.7784"
"3334","485.226714500","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=602/23042, ttl=116 (request in 3333)","5.1311"
"3344","486.240851900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=603/23298, ttl=116 (request in 3343)","6.4988"
"3349","487.272462400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=604/23554, ttl=116 (request in 3348)","6.1821"
"3357","488.291336900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=605/23810, ttl=116 (request in 3356)","6.5115"
"3362","489.305547600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=606/24066, ttl=116 (request in 3361)","6.0905"
"3369","490.319707800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=607/24322, ttl=116 (request in 3368)","5.1085"
"3375","491.338631400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=608/24578, ttl=116 (request in 3374)","7.0715"
"3382","492.351207900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=609/24834, ttl=116 (request in 3381)","5.5931"
"3389","493.369359300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=610/25090, ttl=116 (request in 3388)","6.9172"
"3393","494.383946300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=611/25346, ttl=116 (request in 3392)","5.9399"
"3398","495.398385600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=612/25602, ttl=116 (request in 3397)","5.3403"
"3410","496.417245800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=613/25858, ttl=116 (request in 3409)","7.4406"
"3426","497.447561600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=614/26114, ttl=116 (request in 3425)","7.0346"
"3440","498.462551400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=615/26370, ttl=116 (request in 3439)","5.5374"
"3447","499.477741200","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=616/26626, ttl=116 (request in 3446)","6.6432"
"3455","500.494928600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=617/26882, ttl=116 (request in 3454)","6.2579"
"3461","501.511097400","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=618/27138, ttl=116 (request in 3460)","6.8984"
"3470","502.522490800","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=619/27394, ttl=116 (request in 3469)","5.3629"
"3475","503.540595700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=620/27650, ttl=116 (request in 3474)","6.3621"
"3481","504.557557700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=621/27906, ttl=116 (request in 3480)","6.4662"
"3487","505.574832700","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=622/28162, ttl=116 (request in 3486)","8.2642"
"3492","506.589343000","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=623/28418, ttl=116 (request in 3491)","6.4289"
"3496","507.620571900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=624/28674, ttl=116 (request in 3495)","7.4785"
"3503","508.670737100","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=625/28930, ttl=116 (request in 3502)","6.541"
"3507","509.689584600","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=626/29186, ttl=116 (request in 3506)","9.1225"
"3512","510.700898300","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=627/29442, ttl=116 (request in 3511)","6.841"
"3516","511.723511900","142.251.221.110","192.168.5.50","ICMP","74","Echo (ping) reply    id=0x0001, seq=628/29698, ttl=116 (request in 3515)","9.247"
